,VLUE,MTUM,USMV,QUAL,LRGF
Ticker,VLUE,MTUM,USMV,QUAL,LRGF
Date,,,,,
2024-04-25,99.79975128173828,176.24993896484375,79.91707611083984,155.466064453125,51.11703872680664
2024-04-26,99.47843933105469,178.48497009277344,79.63172912597656,157.4158477783203,51.53182601928711
2024-04-29,100.10157775878906,178.54457092285156,79.97611236572266,157.33665466308594,51.73921585083008
2024-04-30,98.29058074951172,175.93206787109375,79.15941619873047,155.34732055664062,50.810890197753906
2024-05-01,97.52140808105469,174.12417602539062,79.05118560791016,154.58522033691406,50.662750244140625
2024-05-02,98.13480377197266,176.0314178466797,79.34637451171875,155.7530975341797,51.14666748046875
2024-05-03,98.76768493652344,178.90219116210938,79.808837890625,157.5543975830078,51.89722442626953
2024-05-06,99.57581329345703,182.53782653808594,80.29097747802734,159.68231201171875,52.47002029418945
2024-05-07,99.46870422363281,182.42855834960938,80.8026351928711,160.1969757080078,52.44039535522461
2024-05-08,99.65369415283203,182.6868438720703,80.82231903076172,160.1969757080078,52.45026779174805
2024-05-09,100.33525848388672,183.06430053710938,81.29461669921875,160.72152709960938,52.815670013427734
2024-05-10,100.52999114990234,183.39212036132812,81.57997131347656,161.265869140625,52.914432525634766
2024-05-13,100.79287719726562,182.45835876464844,81.57997131347656,161.16688537597656,52.914432525634766
2024-05-14,101.2115478515625,183.6404571533203,81.65867614746094,161.87950134277344,53.2304573059082
2024-05-15,102.25336456298828,187.92178344726562,82.20970153808594,164.5022735595703,53.946449279785156
2024-05-16,101.80548095703125,186.322509765625,82.5344009399414,163.86886596679688,53.76374435424805
2024-05-17,101.9125747680664,186.15362548828125,82.72135162353516,163.8391571044922,53.808189392089844
2024-05-20,101.64970397949219,187.74298095703125,82.59344482421875,164.39341735839844,53.99089050292969
2024-05-21,101.65943908691406,187.84234619140625,82.54424285888672,164.54185485839844,54.0303955078125
2024-05-22,101.45496368408203,187.49465942382812,82.49504089355469,164.037109375,53.82300567626953
2024-05-23,100.07237243652344,187.43504333496094,81.55044555664062,163.64122009277344,53.53166961669922
2024-05-24,100.69551086425781,189.32241821289062,81.68819427490234,164.80908203125,53.95138931274414
